Timestamp,Review,translated_review,lowercased,symbols_removed,contractions_replaced,punctuations_removed,numbers_removed,spelling_corrected,stopwords_removed,stemmed_words,lemmatized
2025/02/10 8:08:38 pm GMT+8,"first I would say the facility where the student learn is very comfortable with comfortable chair and having aircon in every classroom. The food here is amazing and affordable. The accomodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes. Other then that, parking need to be improve so that more student can park their car.","first I would say the facility where the student learn is very comfortable with comfortable chair and having aircon in every classroom. The food here is amazing and affordable. The accomodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes. Other then that, parking need to be improve so that more student can park their car.","first i would say the facility where the student learn is very comfortable with comfortable chair and having aircon in every classroom. the food here is amazing and affordable. the accomodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes. other then that, parking need to be improve so that more student can park their car.","first i would say the facility where the student learn is very comfortable with comfortable chair and having aircon in every classroom. the food here is amazing and affordable. the accomodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes. other then that, parking need to be improve so that more student can park their car.","first i would say the facility where the student learn is very comfortable with comfortable chair and having aircon in every classroom. the food here is amazing and affordable. the accomodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes. other then that, parking need to be improve so that more student can park their car.",first i would say the facility where the student learn is very comfortable with comfortable chair and having aircon in every classroom the food here is amazing and affordable the accomodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes other then that parking need to be improve so that more student can park their car,first i would say the facility where the student learn is very comfortable with comfortable chair and having aircon in every classroom the food here is amazing and affordable the accomodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes other then that parking need to be improve so that more student can park their car,first i would say the facility where the student learn is very comfortable with comfortable chair and having icon in every classroom the food here is amazing and affordable the accommodation for the student is nice but the problem is always the internet not being able to connect to wifi sometimes other then that parking need to be improve so that more student can park their car,first,first,first
2025/02/10 8:09:03 pm GMT+8,"Academically, UNITEN provides courses that focus more on technology and future development. This positively impacts the current national agenda, which aims to achieve sustainable economic growth and technological advancement. UNITEN has many experienced lecturers who are actively working in the industry, helping to develop studentsâ skills and prepare them for the workforce.  ","Academically, UNITEN provides courses that focus more on technology and future development. This positively impacts the current national agenda, which aims to achieve sustainable economic growth and technological advancement. UNITEN has many experienced lecturers who are actively working in the industry, helping to develop studentsâ skills and prepare them for the workforce.","academically, uniten provides courses that focus more on technology and future development. this positively impacts the current national agenda, which aims to achieve sustainable economic growth and technological advancement. uniten has many experienced lecturers who are actively working in the industry, helping to develop studentsâ skills and prepare them for the workforce.","academically, uniten provides courses that focus more on technology and future development. this positively impacts the current national agenda, which aims to achieve sustainable economic growth and technological advancement. uniten has many experienced lecturers who are actively working in the industry, helping to develop students skills and prepare them for the workforce.","academically, uniten provides courses that focus more on technology and future development. this positively impacts the current national agenda, which aims to achieve sustainable economic growth and technological advancement. uniten has many experienced lecturers who are actively working in the industry, helping to develop students skills and prepare them for the workforce.",academically uniten provides courses that focus more on technology and future development this positively impacts the current national agenda which aims to achieve sustainable economic growth and technological advancement uniten has many experienced lecturers who are actively working in the industry helping to develop students skills and prepare them for the workforce,academically uniten provides courses that focus more on technology and future development this positively impacts the current national agenda which aims to achieve sustainable economic growth and technological advancement uniten has many experienced lecturers who are actively working in the industry helping to develop students skills and prepare them for the workforce,academically united provides courses that focus more on technology and future development this positively impacts the current national agenda which aims to achieve sustainable economic growth and technological advancement united has many experienced lecturers who are actively working in the industry helping to develop students skills and prepare them for the workforce,academically,academ,academically
2025/02/10 8:10:42 pm GMT+8,for an energy university Im impressed with the ev bus implemented but damn the wifi sucks,for an energy university Im impressed with the ev bus implemented but damn the wifi sucks,for an energy university im impressed with the ev bus implemented but damn the wifi sucks,for an energy university im impressed with the ev bus implemented but damn the wifi sucks,for an energy university im impressed with the ev bus implemented but damn the wifi sucks,for an energy university im impressed with the ev bus implemented but damn the wifi sucks,for an energy university im impressed with the ev bus implemented but damn the wifi sucks,for an energy university im impressed with the ev bus implemented but damn the wifi sucks,energy,energi,energy
2025/02/10 8:10:47 pm GMT+8,Uniten has mostly very good lecturers and has sufficient facilities. But accomodation for students are lacking in terms of class schedules and flexibility.,Uniten has mostly very good lecturers and has sufficient facilities. But accomodation for students are lacking in terms of class schedules and flexibility.,uniten has mostly very good lecturers and has sufficient facilities. but accomodation for students are lacking in terms of class schedules and flexibility.,uniten has mostly very good lecturers and has sufficient facilities. but accomodation for students are lacking in terms of class schedules and flexibility.,uniten has mostly very good lecturers and has sufficient facilities. but accomodation for students are lacking in terms of class schedules and flexibility.,uniten has mostly very good lecturers and has sufficient facilities but accomodation for students are lacking in terms of class schedules and flexibility,uniten has mostly very good lecturers and has sufficient facilities but accomodation for students are lacking in terms of class schedules and flexibility,united has mostly very good lecturers and has sufficient facilities but accommodation for students are lacking in terms of class schedules and flexibility,united,unit,united
2025/02/10 8:12:13 pm GMT+8,#NAME?,#NAME?,#name?,name?,name?,name,name,name,name,name,name
2025/02/10 8:13:29 pm GMT+8,I feel neither good nor bad towards UNITEN. There are some aspects that I like such as the courses & syllabuses taught to us students. They are relevant for our future because Iâve used those knowledge during my internship and they were shocked that I know such things. The environment itself is also not bad. Library is comfortable. Classes have full lightings to study in. What I dont like is the lack of concerns towards studentsâ practicality. Less parking spots. Difficulty to access uniten brighten or any uniten website during the release of examination results. Poor wifi connectivity.,I feel neither good nor bad towards UNITEN. There are some aspects that I like such as the courses & syllabuses taught to us students. They are relevant for our future because Iâve used those knowledge during my internship and they were shocked that I know such things. The environment itself is also not bad. Library is comfortable. Classes have full lightings to study in. What I dont like is the lack of concerns towards studentsâ practicality. Less parking spots. Difficulty to access uniten brighten or any uniten website during the release of examination results. Poor wifi connectivity.,i feel neither good nor bad towards uniten. there are some aspects that i like such as the courses & syllabuses taught to us students. they are relevant for our future because iâve used those knowledge during my internship and they were shocked that i know such things. the environment itself is also not bad. library is comfortable. classes have full lightings to study in. what i dont like is the lack of concerns towards studentsâ practicality. less parking spots. difficulty to access uniten brighten or any uniten website during the release of examination results. poor wifi connectivity.,i feel neither good nor bad towards uniten. there are some aspects that i like such as the courses & syllabuses taught to us students. they are relevant for our future because ive used those knowledge during my internship and they were shocked that i know such things. the environment itself is also not bad. library is comfortable. classes have full lightings to study in. what i dont like is the lack of concerns towards students practicality. less parking spots. difficulty to access uniten brighten or any uniten website during the release of examination results. poor wifi connectivity.,i feel neither good nor bad towards uniten. there are some aspects that i like such as the courses & syllabuses taught to us students. they are relevant for our future because ive used those knowledge during my internship and they were shocked that i know such things. the environment itself is also not bad. library is comfortable. classes have full lightings to study in. what i dont like is the lack of concerns towards students practicality. less parking spots. difficulty to access uniten brighten or any uniten website during the release of examination results. poor wifi connectivity.,i feel neither good nor bad towards uniten there are some aspects that i like such as the courses  syllabuses taught to us students they are relevant for our future because ive used those knowledge during my internship and they were shocked that i know such things the environment itself is also not bad library is comfortable classes have full lightings to study in what i dont like is the lack of concerns towards students practicality less parking spots difficulty to access uniten brighten or any uniten website during the release of examination results poor wifi connectivity,i feel neither good nor bad towards uniten there are some aspects that i like such as the courses  syllabuses taught to us students they are relevant for our future because ive used those knowledge during my internship and they were shocked that i know such things the environment itself is also not bad library is comfortable classes have full lightings to study in what i dont like is the lack of concerns towards students practicality less parking spots difficulty to access uniten brighten or any uniten website during the release of examination results poor wifi connectivity,i feel neither good nor bad towards united there are some aspects that i like such as the courses  syllables taught to us students they are relevant for our future because ive used those knowledge during my internship and they were shocked that i know such things the environment itself is also not bad library is comfortable classes have full lighting to study in what i dont like is the lack of concerns towards students practically less parking spots difficulty to access united brighter or any united website during the release of examination results poor wifi connectivity,feel,feel,feel
2025/02/10 8:14:54 pm GMT+8,moderate ,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moder,moderate
2025/02/10 8:17:27 pm GMT+8,the facilities are not really good,the facilities are not really good,the facilities are not really good,the facilities are not really good,the facilities are not really good,the facilities are not really good,the facilities are not really good,the facilities are not really good,facilities,facil,facility
2025/02/10 8:22:41 pm GMT+8,"UNITEN is a great university. However there are some room of improvements with the issues on accommodations, studies, curriculums and others","UNITEN is a great university. However there are some room of improvements with the issues on accommodations, studies, curriculums and others","uniten is a great university. however there are some room of improvements with the issues on accommodations, studies, curriculums and others","uniten is a great university. however there are some room of improvements with the issues on accommodations, studies, curriculums and others","uniten is a great university. however there are some room of improvements with the issues on accommodations, studies, curriculums and others",uniten is a great university however there are some room of improvements with the issues on accommodations studies curriculums and others,uniten is a great university however there are some room of improvements with the issues on accommodations studies curriculums and others,united is a great university however there are some room of improvements with the issues on accommodations studies curriculum and others,united,unit,united
2025/02/10 9:12:13 pm GMT+8,Student info yg old school.aplikasi student life yg tak funtion.kos bayar mahal tpi ni je dapat,Old school student info. Student life application that doesn't function. Costs a lot but you can get it,old school student info. student life application that doesn't function. costs a lot but you can get it,old school student info. student life application that doesn't function. costs a lot but you can get it,old school student info. student life application that does not function. costs a lot but you can get it,old school student info student life application that does not function costs a lot but you can get it,old school student info student life application that does not function costs a lot but you can get it,old school student info student life application that does not function costs a lot but you can get it,old,old,old
2025/02/10 9:13:11 pm GMT+8,"Saya merasakan uniten perlu improve dari segi system delay mereka dalam aspek student info ia akan mengganggu student untuk akses dalam web itu,Dari aspek kos pendidikan,ia terlalu mahal dan tidak mengikut harga yang di bayar mahal tersebut.Jika servis perkhidmatan pendidikan ia mahal perlulah mengikut prosedur tersebut.Maaf hanya sekadar hujahan sahaja.","I feel that uniten need to improve in terms of their system delay in the aspect of student info, it will disturb students to access the web, From the aspect of education cost, it is too expensive and not according to the price paid. If the education service service is expensive, it should follow the procedure. Sorry, just an argument.","i feel that uniten need to improve in terms of their system delay in the aspect of student info, it will disturb students to access the web, from the aspect of education cost, it is too expensive and not according to the price paid. if the education service service is expensive, it should follow the procedure. sorry, just an argument.","i feel that uniten need to improve in terms of their system delay in the aspect of student info, it will disturb students to access the web, from the aspect of education cost, it is too expensive and not according to the price paid. if the education service service is expensive, it should follow the procedure. sorry, just an argument.","i feel that uniten need to improve in terms of their system delay in the aspect of student info, it will disturb students to access the web, from the aspect of education cost, it is too expensive and not according to the price paid. if the education service service is expensive, it should follow the procedure. sorry, just an argument.",i feel that uniten need to improve in terms of their system delay in the aspect of student info it will disturb students to access the web from the aspect of education cost it is too expensive and not according to the price paid if the education service service is expensive it should follow the procedure sorry just an argument,i feel that uniten need to improve in terms of their system delay in the aspect of student info it will disturb students to access the web from the aspect of education cost it is too expensive and not according to the price paid if the education service service is expensive it should follow the procedure sorry just an argument,i feel that united need to improve in terms of their system delay in the aspect of student info it will disturb students to access the web from the aspect of education cost it is too expensive and not according to the price paid if the education service service is expensive it should follow the procedure sorry just an argument,feel,feel,feel
